Mesh Name,Date,Measurement #,Break #,Colors,User Data,Angle,Number of Vertices,Radius,x,y,z,fit,SegParam,Position
AV140_3847_37000,Thu Feb 10 11:34:03 2022,8,1,Red/Blue,,38.769184,185,0.510249,10.5591,5.3661,8.50425,0.000824,2,NE
AV137_3777_37000,Thu Feb 10 11:40:59 2022,1,1,Red/Blue,,125.908142,167,0.484574,6.7509,0.572444,9.98812,0.00033,2,N
AV137_3777_37000,Thu Feb 10 11:41:09 2022,2,1,Red/Blue,,97.033752,181,0.504066,5.6546,3.19879,15.4059,0.000834,2,S
AV137_3777_37000,Thu Feb 10 11:41:22 2022,3,1,Red/Blue,,87.625847,164,0.4916,9.2897,3.15525,13.3287,0.000988,2,W
AV137_3777_37000,Thu Feb 10 11:41:35 2022,4,1,Red/Blue,,61.399815,184,0.49194,2.19764,4.50812,10.9009,0.001243,2,E
AV137_3777_37000,Thu Feb 10 11:41:45 2022,5,1,Red/Blue,,106.880325,156,0.488052,9.7513,2.165,10.8476,0.00113,2,NW
AV137_3777_37000,Thu Feb 10 11:41:54 2022,6,1,Red/Blue,,89.321533,167,0.502607,7.8472,3.3744,15.2328,0.001457,2,SW
AV137_3777_37000,Thu Feb 10 11:42:07 2022,7,1,Red/Blue,,74.760971,169,0.502833,3.36075,4.68125,13.9634,0.001579,2,SE
AV137_3777_37000,Thu Feb 10 11:42:32 2022,8,1,Red/Blue,,74.173256,151,0.489766,3.462,1.8464,10.2886,0.001098,2,NE
AV140_3848_37000,Thu Feb 10 11:50:40 2022,1,1,Red/Blue,,113.191414,161,0.489817,1.21696,5.25823,6.5728,0.000606,2,N
AV140_3848_37000,Thu Feb 10 11:50:56 2022,2,1,Red/Blue,,109.230881,189,0.504844,0.575228,5.18823,11.7678,0.000463,2,S
AV140_3848_37000,Thu Feb 10 11:51:07 2022,3,1,Red/Blue,,89.897018,150,0.492625,2.9958,1.66949,9.9193,0.000695,2,W
AV140_3848_37000,Thu Feb 10 11:51:17 2022,4,1,Red/Blue,,76.413864,173,0.509991,2.20303,8.655,10.0398,0.000874,2,E
AV140_3848_37000,Thu Feb 10 11:51:30 2022,5,1,Red/Blue,,82.434273,179,0.500095,3.98037,1.56036,8.0203,0.003447,2,NW
AV140_3848_37000,Thu Feb 10 11:51:43 2022,6,1,Red/Blue,,90.327835,158,0.510662,1.49315,2.7119,11.3577,0.000886,2,SW
AV140_3848_37000,Thu Feb 10 11:51:55 2022,7,1,Red/Blue,,83.108803,155,0.482289,1.5579,7.55105,11.7213,0.001151,2,SE
AV140_3848_37000,Thu Feb 10 11:52:12 2022,8,1,Red/Blue,,71.029762,161,0.489537,1.731,8.3665,7.65931,0.001517,2,NE
AV140_3849_37000,Thu Feb 10 11:56:18 2022,1,1,Red/Blue,,80.307571,153,0.49681,5.9431,1.7887,10.8172,0.00114,2,N
AV140_3849_37000,Thu Feb 10 11:56:26 2022,2,1,Red/Blue,,106.925179,150,0.485956,5.3661,4.49373,14.8167,0.000814,2,S
AV140_3849_37000,Thu Feb 10 11:56:42 2022,3,1,Red/Blue,,89.930115,154,0.479578,8.42992,3.75423,12.7517,0.001958,2,W
AV140_3849_37000,Thu Feb 10 11:56:52 2022,4,1,Red/Blue,,61.094246,164,0.495262,2.9427,4.32116,11.9537,0.001051,2,E
AV140_3849_37000,Thu Feb 10 11:57:04 2022,5,1,Red/Blue,,92.5037,162,0.497092,8.5973,2.885,11.051,0.00106,2,NW
AV140_3849_37000,Thu Feb 10 11:57:15 2022,6,1,Red/Blue,,81.660515,156,0.485059,7.37652,4.55515,14.546,0.001424,2,SW
AV140_3849_37000,Thu Feb 10 11:57:26 2022,7,1,Red/Blue,,71.981575,145,0.479998,3.52694,5.02403,13.5018,0.000466,2,SE
AV140_3849_37000,Thu Feb 10 11:57:37 2022,8,1,Red/Blue,,82.061714,132,0.481061,3.8659,2.35813,10.5079,0.001406,2,NE
AV140_3851_36800,Thu Feb 10 11:58:28 2022,1,1,Red/Blue,,119.065002,147,0.482896,8.94501,5.71178,5.53862,0.000905,2,N
AV140_3851_36800,Thu Feb 10 11:58:39 2022,2,1,Red/Blue,,76.846619,152,0.482787,5.7718,3.69512,3.39878,0.001157,2,S
AV140_3851_36800,Thu Feb 10 11:58:51 2022,3,1,Red/Blue,,91.589676,141,0.481124,6.81081,2.7119,7.0364,0.000914,2,W
AV140_3851_36800,Thu Feb 10 11:59:00 2022,4,1,Red/Blue,,66.341446,152,0.480967,6.80963,7.03837,3.74962,0.000761,2,E
AV140_3851_36800,Thu Feb 10 11:59:10 2022,5,1,Red/Blue,,117.62616,145,0.480975,8.23792,3.6351,7.16831,0.000453,2,NW
AV140_3851_36800,Thu Feb 10 11:59:21 2022,6,1,Red/Blue,,75.879425,157,0.486967,6.19859,2.5965,4.9622,0.002051,2,SW
AV140_3851_36800,Thu Feb 10 11:59:55 2022,7,1,Red/Blue,,36.658695,174,0.493773,5.41981,5.66552,3.1158,0.001495,2,SE
AV140_3851_36800,Thu Feb 10 12:00:08 2022,8,1,Red/Blue,,76.572449,175,0.504728,8.3665,7.39638,4.9149,0.002706,2,NE
AV140_3853_36700,Thu Feb 10 12:01:00 2022,1,1,Red/Blue,,93.988113,166,0.494993,5.66226,2.0154,9.87148,0.000741,2,N
AV140_3853_36700,Thu Feb 10 12:01:10 2022,2,1,Red/Blue,,79.399422,156,0.485498,6.6932,3.28732,13.5057,0.000582,2,S
AV140_3853_36700,Thu Feb 10 12:01:28 2022,3,1,Red/Blue,,63.816746,165,0.486143,8.95506,3.99191,10.386,0.000983,2,W
AV140_3853_36700,Thu Feb 10 12:01:37 2022,4,1,Red/Blue,,98.396477,152,0.495868,3.2312,3.7532,11.9975,0.00058,2,E
AV140_3853_36700,Thu Feb 10 12:01:48 2022,5,1,Red/Blue,,115.517715,166,0.503961,8.0203,3.0581,9.32203,0.001314,2,NW
AV140_3853_36700,Thu Feb 10 12:02:00 2022,6,1,Red/Blue,,72.551186,144,0.477227,8.7127,4.04383,12.8671,0.000874,2,SW
AV140_3853_36700,Thu Feb 10 12:02:09 2022,7,1,Red/Blue,,64.28672,178,0.501472,4.5583,4.27533,13.6749,0.002938,2,SE
AV140_3853_36700,Thu Feb 10 12:02:18 2022,8,1,Red/Blue,,71.681343,173,0.495688,3.46753,2.76487,10.1613,0.003247,2,NE
AV140_3856_37000,Thu Feb 10 12:03:38 2022,1,1,Red/Blue,,130.42421,186,0.507733,2.82594,4.95552,5.3661,0.000674,2,N
AV140_3856_37000,Thu Feb 10 12:03:48 2022,2,1,Red/Blue,,73.203331,167,0.483929,1.37775,7.0971,10.6116,0.000898,2,S
AV140_3856_37000,Thu Feb 10 12:03:58 2022,3,1,Red/Blue,,88.520782,159,0.497106,2.71892,4.039,9.00899,0.000899,2,W
AV140_3856_37000,Thu Feb 10 12:04:15 2022,4,1,Red/Blue,,98.493439,151,0.484601,2.15561,8.5396,7.2125,0.001492,2,E
AV140_3856_37000,Thu Feb 10 12:04:26 2022,5,1,Red/Blue,,92.224892,172,0.479591,3.61408,3.0581,7.4433,0.002485,2,NW
AV140_3856_37000,Thu Feb 10 12:04:38 2022,6,1,Red/Blue,,60.655434,185,0.514224,1.95383,5.3661,11.1285,0.002443,2,SW
AV140_3856_37000,Thu Feb 10 12:04:55 2022,7,1,Red/Blue,,77.348625,171,0.485528,1.89435,8.52899,9.3474,0.001789,2,SE
AV140_3856_37000,Thu Feb 10 12:05:08 2022,8,1,Red/Blue,,109.812698,165,0.482048,2.68277,7.0394,4.9622,0.001702,2,NE
AV154_5060_37000,Thu Feb 10 13:03:32 2022,1,1,Red/Blue,,137.052719,170,0.507897,7.38831,3.11097,5.4238,0.000428,2,N
AV154_5060_37000,Thu Feb 10 13:03:47 2022,2,1,Red/Blue,,67.682053,155,0.492278,9.9915,6.39129,9.2897,0.000711,2,S
AV154_5060_37000,Thu Feb 10 13:03:57 2022,3,1,Red/Blue,,104.940689,176,0.503816,8.77899,6.91224,5.2507,0.000571,2,W
AV154_5060_37000,Thu Feb 10 13:04:10 2022,4,1,Red/Blue,,49.077785,172,0.512747,6.29211,3.28698,9.93283,0.001485,2,E
AV154_5060_37000,Thu Feb 10 13:04:25 2022,5,1,Red/Blue,,100.335487,156,0.507934,7.82615,5.8854,3.9813,0.001009,2,NW
AV154_5060_37000,Thu Feb 10 13:04:36 2022,6,1,Red/Blue,,78.326195,183,0.506312,9.73084,7.5587,7.2125,0.00051,2,SW
AV154_5060_37000,Thu Feb 10 13:04:45 2022,7,1,Red/Blue,,43.249489,161,0.498645,8.2511,5.0463,10.6168,0.001013,2,SE
AV154_5060_37000,Thu Feb 10 13:05:00 2022,8,1,Red/Blue,,101.189445,176,0.508387,6.08455,2.0772,7.501,0.001486,2,NE
AV154_5062_37000,Thu Feb 10 13:05:57 2022,1,1,Red/Blue,,81.848686,172,0.513624,5.8277,8.63656,8.4242,0.001047,2,N
AV154_5062_37000,Thu Feb 10 13:06:10 2022,2,1,Red/Blue,,95.470123,180,0.513725,9.97557,8.19578,5.13847,0.001231,2,S
AV154_5062_37000,Thu Feb 10 13:06:31 2022,3,1,Red/Blue,,58.763729,151,0.486626,9.4051,7.17725,8.4819,0.000649,2,W
AV154_5062_37000,Thu Feb 10 13:06:48 2022,4,1,Red/Blue,,36.263462,177,0.513108,6.10908,7.95806,4.3275,0.001673,2,E
AV154_5062_37000,Thu Feb 10 13:07:01 2022,5,1,Red/Blue,,44.716366,164,0.497385,7.85104,7.44457,9.40239,0.001396,2,NW
AV154_5062_37000,Thu Feb 10 13:07:27 2022,6,1,Red/Blue,,51.492325,181,0.513679,10.5591,7.49723,6.85784,0.002319,2,SW
AV154_5062_37000,Thu Feb 10 13:07:37 2022,7,1,Red/Blue,,51.8293,160,0.495366,8.0203,8.05102,4.1544,0.001369,2,SE
AV154_5062_37000,Thu Feb 10 13:07:51 2022,8,1,Red/Blue,,57.478561,154,0.485597,5.18645,8.76548,6.5778,0.001617,2,NE
AV154_5063_37000,Thu Feb 10 13:08:37 2022,1,1,Red/Blue,,94.791878,176,0.499941,6.6932,4.3852,3.19199,0.001892,2,N
AV154_5063_37000,Thu Feb 10 13:08:48 2022,2,1,Red/Blue,,99.325455,164,0.486513,10.5591,6.5201,3.08395,0.000615,2,S
AV154_5063_37000,Thu Feb 10 13:08:58 2022,3,1,Red/Blue,,75.236702,170,0.483778,7.33134,8.01901,3.17266,0.000764,2,W
AV154_5063_37000,Thu Feb 10 13:09:11 2022,4,1,Red/Blue,,40.039791,185,0.512997,9.6936,3.1735,5.05236,0.002039,2,E
AV154_5063_37000,Thu Feb 10 13:09:29 2022,5,1,Red/Blue,,62.855068,186,0.486685,5.88636,7.4433,3.40355,0.001468,2,NW
AV154_5063_37000,Thu Feb 10 13:09:41 2022,6,1,Red/Blue,,93.138206,172,0.486888,9.16869,7.78668,2.82521,0.00143,2,SW
AV154_5063_37000,Thu Feb 10 13:09:52 2022,7,1,Red/Blue,,63.517708,158,0.498609,10.8439,4.95987,4.21005,0.00103,2,SE
AV154_5063_37000,Thu Feb 10 13:10:13 2022,8,1,Red/Blue,,61.177902,167,0.487744,7.90199,2.7696,4.27054,0.001279,2,NE
AV154_5064_37000,Thu Feb 10 13:11:06 2022,1,1,Red/Blue,,122.418999,159,0.50297,5.77,3.11244,9.75281,0.000576,2,N
AV154_5064_37000,Thu Feb 10 13:11:17 2022,2,1,Red/Blue,,126.904953,173,0.504469,11.5929,5.8277,11.7747,0.000818,2,S
AV154_5064_37000,Thu Feb 10 13:11:27 2022,3,1,Red/Blue,,112.760094,168,0.496052,10.902,2.30681,8.82985,0.002943,2,W
AV154_5064_37000,Thu Feb 10 13:11:37 2022,4,1,Red/Blue,,56.513947,173,0.513055,7.3279,8.0203,10.7623,0.001538,2,E
AV154_5064_37000,Thu Feb 10 13:11:51 2022,5,1,Red/Blue,,120.096901,189,0.512929,8.078,1.6156,8.62231,0.000492,2,NW
AV154_5064_37000,Thu Feb 10 13:12:00 2022,6,1,Red/Blue,,100.543442,151,0.488128,12.0593,3.85893,10.5069,0.001012,2,SW
AV154_5064_37000,Thu Feb 10 13:12:30 2022,7,1,Red/Blue,,109.008194,162,0.496035,10.6785,8.06952,10.785,0.003126,2,SE
AV154_5064_37000,Thu Feb 10 13:12:43 2022,8,1,Red/Blue,,76.827927,163,0.494421,5.3084,5.83831,10.5,0.001163,2,NE
AV184_4440_37000,Thu Feb 10 13:13:33 2022,1,1,Red/Blue,,131.709259,174,0.495842,3.81502,2.54039,10.6784,0.000812,2,N
AV184_4440_37000,Thu Feb 10 13:13:47 2022,2,1,Red/Blue,,92.517395,169,0.485348,5.24984,2.88465,5.88688,0.001116,2,S
AV184_4440_37000,Thu Feb 10 13:13:57 2022,3,1,Red/Blue,,104.608749,175,0.509357,2.3657,3.83188,7.5587,0.001447,2,W
AV184_4440_37000,Thu Feb 10 13:14:13 2022,4,1,Red/Blue,,68.423782,171,0.486089,6.8663,2.33172,9.3474,0.001211,2,E
AV184_4440_37000,Thu Feb 10 13:14:28 2022,5,1,Red/Blue,,119.410248,151,0.480643,2.24419,3.40165,9.68513,0.000809,2,NW
AV184_4440_37000,Thu Feb 10 13:14:41 2022,6,1,Red/Blue,,116.557091,155,0.492222,3.462,3.41106,6.347,0.001141,2,SW
AV184_4440_37000,Thu Feb 10 13:14:48 2022,7,1,Red/Blue,,53.787392,167,0.494514,6.9817,2.91602,6.6932,0.001874,2,SE
AV184_4440_37000,Thu Feb 10 13:15:00 2022,8,1,Red/Blue,,145.536575,182,0.493252,5.4238,2.27642,10.8476,0.000425,2,NE
AV184_6260_36800,Thu Feb 10 13:16:01 2022,1,1,Red/Blue,,125.125771,168,0.501385,1.95243,7.57205,7.2702,0.001276,2,N
AV184_6260_36800,Thu Feb 10 13:16:12 2022,2,1,Red/Blue,,84.646584,156,0.500287,3.57282,8.19893,11.9388,0.002004,2,S
AV184_6260_36800,Thu Feb 10 13:16:32 2022,3,1,Red/Blue,,65.879631,200,0.4911,2.24593,5.2507,10.7425,0.004231,2,W
AV184_6260_36800,Thu Feb 10 13:16:48 2022,4,1,Red/Blue,,78.652153,163,0.500529,4.53751,9.7513,9.0012,0.003414,2,E
AV184_6260_36800,Thu Feb 10 13:17:00 2022,5,1,Red/Blue,,113.438202,159,0.484886,1.52208,5.4815,8.655,0.000662,2,NW
AV184_6260_36800,Thu Feb 10 13:17:10 2022,6,1,Red/Blue,,90.533356,167,0.485148,2.89569,6.16336,12.0593,0.001204,2,SW
AV184_6260_36800,Thu Feb 10 13:17:24 2022,7,1,Red/Blue,,72.672493,180,0.501144,4.92219,9.5205,10.7322,0.00265,2,SE
AV184_6260_36800,Thu Feb 10 13:17:45 2022,8,1,Red/Blue,,94.88887,184,0.492952,4.09513,9.40654,7.15618,0.003408,2,NE
AV184_6261_37000,Thu Feb 10 13:18:44 2022,1,1,Red/Blue,,137.454773,164,0.479791,5.0199,1.21024,9.97614,0.000526,2,N
AV184_6261_37000,Thu Feb 10 13:19:07 2022,2,1,Red/Blue,,93.173706,203,0.508908,4.6737,2.11223,4.7891,0.001336,2,S
AV184_6261_37000,Thu Feb 10 13:20:05 2022,3,1,Red/Blue,,132.612686,181,0.508545,2.4234,2.46018,8.4242,0.000218,2,W
AV184_6261_37000,Thu Feb 10 13:20:12 2022,4,1,Red/Blue,,100.692375,175,0.506236,7.9626,2.11393,7.6741,0.002025,2,E
AV184_6261_37000,Thu Feb 10 13:20:24 2022,5,1,Red/Blue,,123.376396,186,0.513809,2.6542,2.38055,9.9244,0.003068,2,NW
AV184_6261_37000,Thu Feb 10 13:20:41 2022,6,1,Red/Blue,,110.218971,179,0.497673,2.8273,2.16557,6.2893,0.001273,2,SW
AV184_6261_37000,Thu Feb 10 13:20:49 2022,7,1,Red/Blue,,63.933079,171,0.486599,7.1548,2.58541,5.6546,0.001561,2,SE
AV184_6261_37000,Thu Feb 10 13:20:57 2022,8,1,Red/Blue,,113.100792,167,0.489517,6.924,1.41544,9.232,0.001235,2,NE
AV184_6262_37000,Thu Feb 10 13:22:09 2022,1,1,Red/Blue,,147.841202,156,0.513838,4.22386,9.8667,6.88031,0.000309,2,N
AV184_6262_37000,Thu Feb 10 13:22:20 2022,2,1,Red/Blue,,128.569199,173,0.50467,2.308,4.94815,3.462,0.00056,2,S
AV184_6262_37000,Thu Feb 10 13:22:39 2022,3,1,Red/Blue,,148.145096,160,0.513973,5.89257,7.4971,3.06323,0.001118,2,W
AV184_6262_37000,Thu Feb 10 13:22:52 2022,4,1,Red/Blue,,67.018837,190,0.514741,2.47956,5.77271,8.13162,0.002502,2,E
AV184_6262_37000,Thu Feb 10 13:22:59 2022,5,1,Red/Blue,,143.523941,151,0.495325,5.78141,9.2897,4.34137,0.000205,2,NW
AV184_6262_37000,Thu Feb 10 13:23:09 2022,6,1,Red/Blue,,121.380966,163,0.508627,4.21615,5.53647,2.37487,0.001529,2,SW
AV184_6262_37000,Thu Feb 10 13:23:20 2022,7,1,Red/Blue,,87.877586,187,0.508875,2.02482,4.2645,5.6546,0.001378,2,SE
AV184_6262_37000,Thu Feb 10 13:23:30 2022,8,1,Red/Blue,,115.013145,161,0.481932,3.11112,8.3088,8.53187,0.000976,2,NE
AV184_6263_37000,Thu Feb 10 13:27:48 2022,1,1,Red/Blue,,117.122421,157,0.489596,7.7318,2.6542,8.22886,0.000925,2,N
AV184_6263_37000,Thu Feb 10 13:27:58 2022,2,1,Red/Blue,,82.512161,160,0.489165,6.79896,5.37151,3.9813,0.001048,2,S
AV184_6263_37000,Thu Feb 10 13:28:09 2022,3,1,Red/Blue,,82.680748,182,0.504348,4.56208,3.6284,5.93897,0.001352,2,W
AV184_6263_37000,Thu Feb 10 13:28:24 2022,4,1,Red/Blue,,53.909283,172,0.507168,9.5782,5.64192,6.7509,0.002262,2,E
AV184_6263_37000,Thu Feb 10 13:28:36 2022,5,1,Red/Blue,,69.784798,174,0.497465,5.1353,2.5388,7.47257,0.002174,2,NW
AV184_6263_37000,Thu Feb 10 13:28:49 2022,6,1,Red/Blue,,97.669846,157,0.498226,5.1353,4.60031,4.3852,0.000661,2,SW
AV184_6263_37000,Thu Feb 10 13:29:03 2022,7,1,Red/Blue,,58.295753,164,0.506653,8.3665,6.26287,4.7891,0.001668,2,SE
AV184_6263_37000,Thu Feb 10 13:29:14 2022,8,1,Red/Blue,,90.030724,136,0.478138,9.4051,3.96591,8.4819,0.000459,2,NE
AV184_6268_37000,Thu Feb 10 13:30:07 2022,1,1,Red/Blue,,115.273918,170,0.51132,6.5778,3.95957,9.7513,0.001063,2,N
AV184_6268_37000,Thu Feb 10 13:30:18 2022,2,1,Red/Blue,,99.912956,176,0.506878,8.078,2.1349,5.10654,0.000958,2,S
AV184_6268_37000,Thu Feb 10 13:30:31 2022,3,1,Red/Blue,,91.535995,149,0.486893,4.6737,3.27805,5.95457,0.000873,2,W
AV184_6268_37000,Thu Feb 10 13:30:40 2022,4,1,Red/Blue,,100.856926,164,0.487229,10.7322,4.74392,7.25777,0.000593,2,E
AV184_6268_37000,Thu Feb 10 13:30:50 2022,5,1,Red/Blue,,114.922813,172,0.506992,3.6351,4.40604,8.078,0.001073,2,NW
AV184_6268_37000,Thu Feb 10 13:31:00 2022,6,1,Red/Blue,,93.247536,169,0.484826,6.0585,2.43065,5.18487,0.000601,2,SW
AV184_6268_37000,Thu Feb 10 13:31:08 2022,7,1,Red/Blue,,79.968887,162,0.513179,9.8667,3.28559,6.00394,0.001585,2,SE
AV184_6268_37000,Thu Feb 10 13:31:18 2022,8,1,Red/Blue,,88.643761,156,0.495319,9.8566,5.78196,9.7513,0.001168,2,NE
AV184_6271_37000,Thu Feb 10 13:32:28 2022,1,1,Red/Blue,,140.294571,177,0.519318,4.67267,2.13465,9.2323,0.000779,2,N
AV184_6271_37000,Thu Feb 10 13:32:49 2022,2,1,Red/Blue,,55.827499,212,0.519614,5.4815,6.18915,14.0211,0.002571,2,S
AV184_6271_37000,Thu Feb 10 13:33:14 2022,3,1,Red/Blue,,96.05265,172,0.520264,8.655,3.81584,11.302,0.000783,2,W
AV184_6271_37000,Thu Feb 10 13:33:32 2022,4,1,Red/Blue,,45.940678,172,0.491979,2.08419,6.81642,9.97655,0.002308,2,E
AV184_6271_37000,Thu Feb 10 13:33:46 2022,5,1,Red/Blue,,128.266907,161,0.493299,7.7895,2.4811,9.67271,0.000855,2,NW
AV184_6271_37000,Thu Feb 10 13:34:03 2022,6,1,Red/Blue,,98.356239,164,0.50137,7.739,5.25849,13.1556,0.001045,2,SW
AV184_6271_37000,Thu Feb 10 13:34:19 2022,7,1,Red/Blue,,55.266716,195,0.510688,3.29135,7.09669,12.3484,0.003503,2,SE
AV184_6271_37000,Thu Feb 10 13:34:32 2022,8,1,Red/Blue,,161.080399,236,0.507227,1.8464,4.58072,8.5396,0.00982,2,NE
AV184_6274_37000,Thu Feb 10 13:35:31 2022,1,1,Red/Blue,,152.957962,148,0.495906,4.039,2.97108,10.963,0.000166,2,N
AV184_6274_37000,Thu Feb 10 13:35:40 2022,2,1,Red/Blue,,98.820305,170,0.499409,3.46553,2.88825,3.86054,0.000843,2,S
AV184_6274_37000,Thu Feb 10 13:35:47 2022,3,1,Red/Blue,,128.402893,171,0.506973,2.01879,5.1924,7.44094,0.000479,2,W
AV184_6274_37000,Thu Feb 10 13:36:03 2022,4,1,Red/Blue,,58.347717,190,0.4982,7.0863,1.6611,6.2893,0.001739,2,E
AV184_6274_37000,Thu Feb 10 13:36:51 2022,5,1,Red/Blue,,162.715668,167,0.505249,2.1408,5.4335,9.9244,0.000132,2,NW
AV184_6274_37000,Thu Feb 10 13:37:05 2022,6,1,Red/Blue,,101.466568,153,0.492206,2.24543,4.49608,4.97079,0.000688,2,SW
AV184_6274_37000,Thu Feb 10 13:37:15 2022,7,1,Red/Blue,,74.190735,171,0.511956,5.32232,2.02894,4.5583,0.001129,2,SE
AV184_6274_37000,Thu Feb 10 13:37:25 2022,8,1,Red/Blue,,136.887817,160,0.493053,6.5201,1.46654,9.809,0.000559,2,NE
AV184_6286_37200,Thu Feb 10 13:38:16 2022,1,1,Red/Blue,,114.569801,164,0.483977,6.8086,1.66404,7.72114,0.000662,2,N
AV184_6286_37200,Thu Feb 10 13:38:25 2022,2,1,Red/Blue,,71.804802,162,0.484979,5.6546,4.12841,3.5197,0.000957,2,S
AV184_6286_37200,Thu Feb 10 13:38:38 2022,3,1,Red/Blue,,95.712311,167,0.517045,3.1735,3.13986,6.1739,0.001399,2,W
AV184_6286_37200,Thu Feb 10 13:38:47 2022,4,1,Red/Blue,,51.190361,163,0.48618,9.0589,4.31432,6.0008,0.001557,2,E
AV184_6286_37200,Thu Feb 10 13:39:01 2022,5,1,Red/Blue,,107.474808,186,0.517017,4.04659,2.1339,7.84614,0.002708,2,NW
AV184_6286_37200,Thu Feb 10 13:39:11 2022,6,1,Red/Blue,,90.356415,157,0.500017,3.462,4.01324,4.2698,0.000905,2,SW
AV184_6286_37200,Thu Feb 10 13:39:21 2022,7,1,Red/Blue,,81.511452,172,0.53264,7.77435,6.1739,4.3275,0.000859,2,SE
AV184_6286_37200,Thu Feb 10 13:39:29 2022,8,1,Red/Blue,,45.612503,200,0.50392,9.2897,3.22356,8.06542,0.00264,2,NE
AV184_7536_37000,Thu Feb 10 13:40:43 2022,1,1,Red/Blue,,138.206223,165,0.489581,9.07983,4.4429,6.4047,0.000299,2,N
AV184_7536_37000,Thu Feb 10 13:40:51 2022,2,1,Red/Blue,,106.056557,170,0.497168,8.59616,8.02273,11.5453,0.001177,2,S
AV184_7536_37000,Thu Feb 10 13:41:01 2022,3,1,Red/Blue,,104.925652,172,0.48443,9.20714,8.9435,7.7318,0.000487,2,W
AV184_7536_37000,Thu Feb 10 13:41:14 2022,4,1,Red/Blue,,74.453033,167,0.484096,5.99653,4.44821,11.1361,0.001836,2,E
AV184_7536_37000,Thu Feb 10 13:41:26 2022,5,1,Red/Blue,,110.32975,186,0.503274,9.28338,7.2702,5.64508,0.001313,2,NW
AV184_7536_37000,Thu Feb 10 13:41:36 2022,6,1,Red/Blue,,96.325737,174,0.485913,9.11865,9.22612,9.9244,0.000592,2,SW
AV184_7536_37000,Thu Feb 10 13:41:47 2022,7,1,Red/Blue,,97.449577,164,0.513873,7.27348,5.99902,11.8226,0.001284,2,SE
AV184_7536_37000,Thu Feb 10 13:41:56 2022,8,1,Red/Blue,,87.745522,151,0.487577,7.14495,2.5388,8.53269,0.001925,2,NE
AV184_7538_37000,Thu Feb 10 13:42:57 2022,1,1,Red/Blue,,117.124443,148,0.485768,6.0008,3.64286,3.92748,0.001235,2,N
AV184_7538_37000,Thu Feb 10 13:43:14 2022,2,1,Red/Blue,,93.472626,183,0.519895,10.1533,5.13386,2.30609,0.001206,2,S
AV184_7538_37000,Thu Feb 10 13:43:23 2022,3,1,Red/Blue,,112.952789,162,0.506664,7.1417,6.8086,2.41047,0.000591,2,W
AV184_7538_37000,Thu Feb 10 13:43:43 2022,4,1,Red/Blue,,59.614677,158,0.485473,10.1495,2.93514,5.13153,0.001516,2,E
AV184_7538_37000,Thu Feb 10 13:43:54 2022,5,1,Red/Blue,,109.435455,172,0.505934,5.0199,6.1739,3.32166,0.001002,2,NW
AV184_7538_37000,Thu Feb 10 13:44:07 2022,6,1,Red/Blue,,64.464287,191,0.494678,8.8261,6.28881,2.0772,0.001993,2,SW
AV184_7538_37000,Thu Feb 10 13:44:17 2022,7,1,Red/Blue,,75.904945,172,0.494365,11.1899,4.20945,4.03302,0.001462,2,SE
AV184_7538_37000,Thu Feb 10 13:44:33 2022,8,1,Red/Blue,,84.000084,153,0.489864,7.62449,2.1261,5.53359,0.00103,2,NE
AV184_7550_37200,Thu Feb 10 13:45:47 2022,1,1,Red/Blue,,134.789383,141,0.489338,4.32674,2.134,8.88697,0.000657,2,N
AV184_7550_37200,Thu Feb 10 13:45:59 2022,2,1,Red/Blue,,77.136528,147,0.489766,3.1158,4.14892,13.4384,0.000867,2,S
